G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,FTR,hAST%,TOV%,AST-TOV,DREB%,OREB%,POSS,Year_Number,GmSc-Per-PTS,GmSc-Per-FT,FTR-Per-FGA,PTS-Per-TOV,PTS-Per-POSS,game_result-Per-PTS,PER,PER-Per-PTS,STLS-and-BLKS,STL-BLK-Per-PF,Won,High-3P%-Shooting,High-FG%-Shooting,Over-3-BLKs-and-STLs,Played-Above-Avg-Min,Above-Avg-FT%,Career-Stage,Above-Avg-PTS-Per-POSS,More-BLKs-Than-STLs,More-AST-Than-TOV,PTS-Cat,2P,2PA,2P%,2P%-Above-50%,More than 3 Fouls,FTR-Above-Avg,Less-Than-3-TOV,PTS-Per-Min,%-Avg,PER-Per-TOV,off_rating,off_rating_above_avg,More-Than-Avg-POSS,Above-Avg-GmSc
21,2004-12-13,19,CLE,False,MEM,6,True,45,14.0,22.0,0.636,1.0,3.0,0.333,2.0,4.0,0.5,0.0,5.0,5.0,8.0,7.0,0.0,3.0,2.0,31.0,30.7,10.0,0.6485355648535566,0.09090909090909093,0.22922636103151864,0.08595988538681949,2.6666666666666665,1.0,0.0,26.76,2,0.9903225806451612,15.35,0.004132231404958678,10.333333333333334,1.1584454409566516,0.1935483870967742,33.92613333333333,1.0943913978494624,7.0,2.333333333333333,True,False,True,True,True,False,rising,True,False,True,below 35,13.0,19.0,0.6842105263157895,True,False,False,False,0.6888888888888889,0.5086052631578948,11.30871111111111,115.84454409566517,True,True,True
22,2004-12-15,19,CLE,True,POR,24,True,37,10.0,18.0,0.556,2.0,3.0,0.667,3.0,3.0,1.0,2.0,9.0,11.0,7.0,3.0,2.0,3.0,1.0,25.0,26.4,18.0,0.6435006435006435,0.16666666666666666,0.23789294817332202,0.10195412064570944,2.333333333333333,0.8181818181818182,0.18181818181818185,20.32,2,1.056,8.799999999999997,0.009259259259259259,8.333333333333334,1.2303149606299213,0.96,35.25181081081082,1.4100724324324323,5.0,1.6666666666666667,True,True,True,True,False,True,rising,True,False,True,below 35,8.0,15.0,0.5333333333333333,True,False,False,False,0.6756756756756757,0.6001666666666667,11.750603603603606,123.03149606299212,True,False,True
23,2004-12-16,19,CLE,False,DET,-12,True,45,4.0,21.0,0.19,0.0,2.0,0.0,3.0,5.0,0.6,1.0,8.0,9.0,7.0,4.0,1.0,3.0,2.0,11.0,6.0,-8.0,0.2352941176470588,0.14285714285714285,0.20973782771535585,0.0898876404494382,2.333333333333333,0.8888888888888888,0.1111111111111111,25.2,2,0.5454545454545454,2.0,0.006802721088435374,3.6666666666666665,0.4365079365079365,-1.0909090909090908,5.246377777777779,0.4769434343434344,5.0,1.6666666666666667,False,False,False,True,True,False,rising,False,False,True,below 20,4.0,19.0,0.21052631578947367,False,False,False,False,0.24444444444444444,0.10526315789473684,1.748792592592593,43.65079365079365,False,False,False
24,2004-12-18,19,CLE,True,BOS,-7,True,40,12.0,25.0,0.48,3.0,5.0,0.6,4.0,8.0,0.5,1.0,4.0,5.0,4.0,3.0,1.0,4.0,6.0,31.0,18.7,-1.0,0.5381944444444444,0.16,0.10869565217391304,0.10869565217391304,1.0,0.8,0.2,31.52,2,0.6032258064516128,4.675,0.0064,7.75,0.983502538071066,-0.2258064516129032,22.567800000000005,0.7279935483870971,4.0,1.0,False,True,False,True,True,False,rising,False,False,False,below 35,9.0,20.0,0.45,False,True,False,False,0.775,0.525,5.641950000000001,98.3502538071066,False,True,False
25,2004-12-21,19,CLE,True,MIN,10,True,43,10.0,18.0,0.556,0.0,1.0,0.0,6.0,8.0,0.75,0.0,6.0,6.0,12.0,1.0,0.0,2.0,2.0,26.0,25.0,13.0,0.5963302752293578,0.3333333333333333,0.335195530726257,0.0558659217877095,6.0,1.0,0.0,23.52,2,0.9615384615384616,4.166666666666667,0.018518518518518517,13.0,1.1054421768707483,0.38461538461538464,27.967186046511625,1.0756610017889086,1.0,0.5,True,False,True,False,True,True,rising,True,False,True,below 35,10.0,17.0,0.5882352941176471,True,False,True,True,0.6046511627906976,0.29411764705882354,13.983593023255812,110.54421768707483,True,False,True
26,2004-12-22,19,CLE,False,NJN,-2,True,42,7.0,18.0,0.389,1.0,1.0,1.0,8.0,10.0,0.8,1.0,8.0,9.0,9.0,1.0,0.0,4.0,2.0,23.0,18.0,-3.0,0.5054945054945055,0.4444444444444444,0.2517482517482518,0.11188811188811187,2.25,0.8888888888888888,0.1111111111111111,25.4,2,0.7826086956521741,2.25,0.02469135802469136,5.75,0.905511811023622,-0.08695652173913042,19.750357142857148,0.8587111801242241,1.0,0.25,False,True,False,False,True,True,rising,False,False,True,below 35,6.0,17.0,0.35294117647058826,False,False,True,False,0.5476190476190477,0.6764705882352942,4.937589285714287,90.55118110236221,False,False,False
27,2004-12-26,19,CLE,True,NOH,9,True,44,7.0,16.0,0.438,0.0,1.0,0.0,8.0,9.0,0.889,1.0,8.0,9.0,14.0,4.0,1.0,5.0,2.0,22.0,25.0,8.0,0.5425400739827374,0.5,0.35646085295989816,0.1273074474856779,2.8,0.8888888888888888,0.1111111111111111,23.96,2,1.1363636363636365,3.125,0.03125,4.4,0.9181969949916527,0.4090909090909091,27.19540909090909,1.236154958677686,5.0,1.0,True,False,False,True,True,True,rising,False,False,True,below 35,7.0,15.0,0.4666666666666667,False,False,True,False,0.5,0.23333333333333334,5.439081818181818,91.81969949916527,False,False,True
28,2004-12-28,19,CLE,False,ATL,9,True,46,13.0,25.0,0.52,3.0,5.0,0.6,11.0,14.0,0.7859999999999999,1.0,8.0,9.0,7.0,1.0,0.0,1.0,2.0,40.0,33.7,8.0,0.631911532385466,0.44,0.17654476670870115,0.02522068095838588,7.0,0.8888888888888888,0.1111111111111111,31.16,2,0.8425,3.063636363636364,0.0176,40.0,1.2836970474967908,0.225,35.26260869565217,0.8815652173913042,1.0,1.0,True,True,True,False,True,True,rising,True,False,True,above 35,10.0,20.0,0.5,False,False,True,True,0.8695652173913043,0.55,35.26260869565217,128.36970474967907,True,True,True
29,2004-12-29,19,CLE,True,HOU,-11,True,17,0.0,5.0,0.0,0.0,1.0,0.0,3.0,5.0,0.6,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,3.1,-10.0,0.2033898305084746,0.6,0.404040404040404,0.0,inf,1.0,0.0,7.2,2,1.0333333333333334,1.0333333333333334,0.12,0.0,0.4166666666666666,-3.6666666666666665,7.1711176470588205,2.3903725490196064,0.0,0.0,False,False,False,False,False,False,rising,False,False,True,below 20,0.0,4.0,0.0,False,False,True,True,0.17647058823529413,0.0,0.0,41.666666666666664,False,False,False
30,2005-01-03,20,CLE,False,CHA,11,True,40,11.0,19.0,0.579,0.0,3.0,0.0,4.0,6.0,0.667,2.0,6.0,8.0,6.0,2.0,0.0,1.0,3.0,26.0,23.5,14.0,0.5949656750572082,0.21052631578947367,0.20797227036395147,0.03466204506065858,6.0,0.75,0.25,20.64,3,0.903846153846154,5.875,0.0110803324099723,26.0,1.2596899224806202,0.4230769230769231,28.89367500000001,1.1112951923076926,2.0,2.0,True,False,True,False,True,False,rising,True,False,True,below 35,11.0,16.0,0.6875,True,False,False,True,0.65,0.34375,28.89367500000001,125.96899224806201,True,False,True
31,2005-01-05,20,CLE,True,ATL,16,True,39,7.0,14.0,0.5,2.0,5.0,0.4,4.0,6.0,0.667,1.0,5.0,6.0,9.0,1.0,1.0,2.0,4.0,20.0,18.8,10.0,0.5934718100890207,0.2857142857142857,0.3231597845601436,0.0718132854578097,4.5,0.8333333333333334,0.16666666666666666,17.64,3,0.94,4.7,0.020408163265306117,10.0,1.1337868480725624,0.8,23.56838461538463,1.1784192307692314,2.0,1.0,True,False,False,False,True,False,rising,True,False,True,below 35,5.0,9.0,0.5555555555555556,True,True,False,True,0.5128205128205128,0.4777777777777778,11.784192307692315,113.37868480725623,True,False,False
32,2005-01-08,20,CLE,True,NYK,25,True,32,10.0,14.0,0.7140000000000001,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,0.0,2.0,8.0,2.0,22.0,12.9,5.0,0.7357859531772576,0.14285714285714285,0.14842300556586271,0.29684601113172543,0.5,0.6666666666666666,0.3333333333333333,21.880000000000006,3,0.5863636363636364,6.45,0.010204081632653059,2.75,1.0054844606946982,1.1363636363636365,19.256187500000014,0.8752812500000005,2.0,0.25,True,False,True,False,False,True,rising,False,True,False,below 35,10.0,14.0,0.7142857142857143,True,False,False,False,0.6875,0.35714285714285715,2.4070234375000017,100.5484460694698,False,False,False
33,2005-01-11,20,CLE,True,CHA,2,True,49,11.0,24.0,0.458,2.0,5.0,0.4,5.0,7.0,0.7140000000000001,1.0,7.0,8.0,9.0,2.0,1.0,8.0,1.0,29.0,19.2,7.0,0.5306495882891126,0.20833333333333331,0.20304568527918784,0.18048505358150027,1.125,0.875,0.125,34.08,3,0.6620689655172414,3.84,0.008680555555555556,3.625,0.8509389671361502,0.06896551724137931,18.08087755102041,0.6234785362420832,3.0,0.375,True,False,False,False,True,False,rising,False,False,True,below 35,9.0,19.0,0.4736842105263158,False,False,False,False,0.5918367346938775,0.4368421052631579,2.2601096938775513,85.09389671361502,False,True,False
34,2005-01-13,20,CLE,False,LAL,-4,True,44,12.0,26.0,0.462,1.0,4.0,0.25,3.0,4.0,0.75,3.0,10.0,13.0,9.0,1.0,1.0,4.0,1.0,28.0,22.9,-1.0,0.5017921146953406,0.1153846153846154,0.22004889975550124,0.09779951100244502,2.25,0.7692307692307693,0.2307692307692308,28.76,3,0.8178571428571428,7.633333333333333,0.004437869822485207,7.0,0.9735744089012516,-0.14285714285714285,24.80725000000001,0.8859732142857146,2.0,0.5,False,False,False,False,True,True,rising,False,False,True,below 35,11.0,22.0,0.5,False,False,False,False,0.6363636363636364,0.375,6.201812500000003,97.35744089012516,False,True,True
35,2005-01-15,20,CLE,False,UTA,13,True,41,9.0,20.0,0.45,0.0,1.0,0.0,9.0,14.0,0.643,1.0,7.0,8.0,5.0,5.0,0.0,3.0,2.0,27.0,22.1,11.0,0.5065666041275798,0.45,0.14430014430014432,0.08658008658008659,1.6666666666666667,0.875,0.125,28.16,3,0.8185185185185185,2.455555555555556,0.0225,9.0,0.9588068181818182,0.4814814814814815,25.6639024390244,0.9505149051490518,5.0,1.6666666666666667,True,False,False,True,True,False,rising,False,False,True,below 35,9.0,19.0,0.4736842105263158,False,False,True,False,0.6585365853658537,0.2368421052631579,8.554634146341467,95.88068181818181,False,True,False
36,2005-01-16,20,CLE,False,SEA,-8,True,44,14.0,30.0,0.467,3.0,7.0,0.429,4.0,6.0,0.667,2.0,3.0,5.0,11.0,4.0,1.0,1.0,4.0,35.0,30.9,-7.0,0.532724505327245,0.13333333333333333,0.2452619843924192,0.02229654403567447,11.0,0.6,0.4,31.64,3,0.8828571428571428,7.725,0.004444444444444445,35.0,1.106194690265487,-0.22857142857142854,34.41595454545456,0.9833129870129874,5.0,5.0,False,True,False,True,True,False,rising,True,False,True,above 35,11.0,23.0,0.4782608695652174,False,True,False,True,0.7954545454545454,0.45363043478260867,34.41595454545456,110.61946902654867,True,True,True
37,2005-01-19,20,CLE,False,POR,6,True,43,11.0,16.0,0.688,1.0,1.0,1.0,4.0,6.0,0.667,1.0,10.0,11.0,10.0,4.0,0.0,2.0,4.0,27.0,30.5,0.0,0.7161803713527851,0.25,0.3241491085899514,0.06482982171799027,5.0,0.9090909090909092,0.09090909090909093,19.64,3,1.1296296296296295,7.625,0.015625,13.5,1.374745417515275,0.2222222222222222,35.352162790697676,1.3093393626184324,4.0,2.0,True,True,True,True,True,False,rising,True,False,True,below 35,10.0,15.0,0.6666666666666666,True,True,False,True,0.627906976744186,0.8333333333333333,17.676081395348838,137.47454175152748,True,False,True
38,2005-01-20,20,CLE,False,SAC,-27,True,36,9.0,19.0,0.474,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,8.0,6.0,1.0,0.0,3.0,0.0,18.0,12.9,-24.0,0.4621309370988446,0.0,0.21071115013169445,0.10535557506584722,2.0,0.875,0.125,21.44,3,0.7166666666666667,0.0,0.0,6.0,0.8395522388059701,-1.5,16.766833333333334,0.9314907407407408,1.0,0.3333333333333333,False,False,False,False,False,False,rising,False,False,True,below 20,9.0,18.0,0.5,False,False,False,False,0.5,0.25,5.5889444444444445,83.955223880597,False,False,False
39,2005-01-22,20,CLE,False,GSW,18,True,43,13.0,24.0,0.542,0.0,1.0,0.0,2.0,2.0,1.0,1.0,11.0,12.0,10.0,1.0,1.0,3.0,1.0,28.0,25.7,19.0,0.561122244488978,0.08333333333333333,0.26350461133069825,0.07905138339920947,3.333333333333333,0.9166666666666666,0.08333333333333333,26.88,3,0.9178571428571428,12.85,0.003472222222222222,9.333333333333334,1.0416666666666667,0.6428571428571429,28.86951162790698,1.0310539867109636,2.0,0.6666666666666666,True,False,True,False,True,True,rising,False,False,True,below 35,13.0,23.0,0.5652173913043478,True,False,False,False,0.6511627906976745,0.2826086956521739,9.62317054263566,104.16666666666667,False,True,True
40,2005-01-24,20,CLE,True,WAS,-9,True,48,12.0,26.0,0.462,1.0,1.0,1.0,6.0,10.0,0.6,4.0,6.0,10.0,8.0,2.0,1.0,5.0,3.0,31.0,22.7,-9.0,0.5040650406504065,0.2307692307692308,0.18285714285714288,0.11428571428571427,1.6,0.6,0.4,31.4,3,0.7322580645161291,3.783333333333333,0.008875739644970414,6.2,0.9872611464968152,-0.2903225806451613,22.56495833333333,0.7279018817204301,3.0,0.6,False,True,False,False,True,False,rising,False,False,True,below 35,11.0,25.0,0.44,False,False,False,False,0.6458333333333334,0.72,4.512991666666666,98.72611464968153,False,True,True
41,2005-01-26,20,CLE,True,MEM,3,True,41,10.0,16.0,0.625,4.0,6.0,0.667,3.0,4.0,0.75,1.0,8.0,9.0,15.0,3.0,2.0,5.0,1.0,27.0,32.0,7.0,0.7541899441340782,0.1875,0.395778364116095,0.13192612137203166,3.0,0.8888888888888888,0.1111111111111111,21.76,3,1.1851851851851851,10.666666666666666,0.01171875,5.4,1.2408088235294117,0.1111111111111111,38.58158536585367,1.4289476061427284,5.0,1.0,True,True,True,True,True,True,rising,True,False,True,below 35,6.0,10.0,0.6,True,False,False,False,0.6585365853658537,0.6335,7.716317073170734,124.08088235294117,True,False,True
42,2005-02-01,20,CLE,False,ORL,-3,True,43,10.0,20.0,0.5,0.0,3.0,0.0,8.0,13.0,0.615,2.0,3.0,5.0,7.0,0.0,1.0,3.0,2.0,28.0,20.1,-3.0,0.5348615090735435,0.4,0.19350380096751899,0.082930200414651,2.333333333333333,0.6,0.4,26.72,3,0.7178571428571429,2.5125,0.02,9.333333333333334,1.0479041916167666,-0.10714285714285714,22.090604651162792,0.7889501661129568,1.0,0.3333333333333333,False,False,False,False,True,False,rising,False,True,True,below 35,10.0,17.0,0.5882352941176471,True,False,True,False,0.6511627906976745,0.29411764705882354,7.363534883720931,104.79041916167665,False,True,False
43,2005-02-03,20,CLE,False,MIA,-12,True,45,11.0,23.0,0.478,1.0,3.0,0.333,8.0,12.0,0.667,2.0,0.0,2.0,10.0,3.0,0.0,2.0,2.0,31.0,26.3,-8.0,0.5400696864111498,0.3478260869565217,0.2457002457002457,0.04914004914004914,5.0,0.0,1.0,28.28,3,0.8483870967741935,3.2875,0.015122873345935728,15.5,1.0961810466760962,-0.3870967741935484,28.124044444444447,0.9072272401433692,3.0,1.5,False,False,False,False,True,False,rising,True,False,True,below 35,10.0,20.0,0.5,False,False,True,True,0.6888888888888889,0.4165,14.062022222222224,109.61810466760961,True,True,True
44,2005-02-05,20,CLE,True,ORL,9,True,45,9.0,21.0,0.429,0.0,3.0,0.0,12.0,13.0,0.923,0.0,6.0,6.0,9.0,2.0,0.0,1.0,2.0,30.0,26.8,10.0,0.5519779208831647,0.5714285714285714,0.24209818426361804,0.026899798251513115,9.0,1.0,0.0,27.72,3,0.8933333333333333,2.2333333333333334,0.027210884353741496,30.0,1.0822510822510822,0.3,28.10762222222223,0.9369207407407408,2.0,2.0,True,False,False,False,True,True,rising,True,False,True,below 35,9.0,18.0,0.5,False,False,True,True,0.6666666666666666,0.25,28.10762222222223,108.22510822510823,True,True,True
45,2005-02-08,20,CLE,True,TOR,13,True,36,6.0,14.0,0.429,0.0,3.0,0.0,3.0,4.0,0.75,1.0,7.0,8.0,11.0,3.0,0.0,2.0,1.0,15.0,18.3,15.0,0.4716981132075472,0.21428571428571427,0.3806228373702422,0.06920415224913495,5.5,0.875,0.125,16.759999999999998,3,1.22,6.1000000000000005,0.015306122448979591,7.5,0.8949880668257758,0.8666666666666667,24.519250000000003,1.6346166666666668,3.0,1.5,True,False,False,False,False,True,rising,False,False,True,below 20,6.0,11.0,0.5454545454545454,True,False,False,True,0.4166666666666667,0.2727272727272727,12.259625000000002,89.49880668257758,False,False,False
46,2005-02-11,20,CLE,True,DEN,-5,True,43,12.0,29.0,0.414,1.0,6.0,0.16699999999999998,10.0,12.0,0.833,2.0,4.0,6.0,6.0,1.0,0.0,4.0,2.0,35.0,21.7,-13.0,0.5043227665706052,0.3448275862068966,0.1342281879194631,0.08948545861297537,1.5,0.6666666666666666,0.3333333333333333,36.28,3,0.62,2.17,0.011890606420927468,8.75,0.9647188533627342,-0.14285714285714285,23.115023255813952,0.6604292358803986,1.0,0.25,False,False,False,False,True,True,rising,False,False,True,above 35,11.0,23.0,0.4782608695652174,False,False,True,False,0.813953488372093,0.32263043478260867,5.778755813953488,96.47188533627343,False,True,False
47,2005-02-13,20,CLE,True,LAL,14,True,45,8.0,20.0,0.4,0.0,0.0,0.0,9.0,10.0,0.9,2.0,6.0,8.0,9.0,3.0,1.0,3.0,3.0,25.0,22.8,9.0,0.5050505050505051,0.45,0.24489795918367346,0.08163265306122447,3.0,0.75,0.25,25.4,3,0.912,2.533333333333333,0.0225,8.333333333333334,0.9842519685039369,0.56,24.108822222222233,0.9643528888888894,4.0,1.3333333333333333,True,False,False,True,True,True,rising,False,False,True,below 35,8.0,20.0,0.4,False,False,True,False,0.5555555555555556,0.2,8.036274074074077,98.4251968503937,False,False,True
48,2005-02-16,20,CLE,True,ATL,22,True,37,11.0,20.0,0.55,2.0,2.0,1.0,4.0,5.0,0.8,0.0,5.0,5.0,6.0,3.0,0.0,3.0,0.0,28.0,23.7,27.0,0.6256983240223464,0.2,0.19123505976095614,0.09561752988047807,2.0,1.0,0.0,25.2,3,0.8464285714285714,5.925,0.01,9.333333333333334,1.1111111111111112,0.7857142857142857,30.937837837837833,1.1049227799227797,3.0,1.0,True,True,True,False,False,True,rising,True,False,True,below 35,9.0,18.0,0.5,False,False,False,False,0.7567567567567568,0.75,10.312612612612611,111.11111111111111,True,False,True
49,2005-02-17,20,CLE,False,MIN,-6,True,41,10.0,19.0,0.526,1.0,2.0,0.5,5.0,6.0,0.833,2.0,5.0,7.0,8.0,1.0,0.0,2.0,0.0,26.0,23.8,-1.0,0.5949656750572082,0.2631578947368421,0.2511773940345369,0.06279434850863423,4.0,0.7142857142857143,0.2857142857142857,21.64,3,0.9153846153846156,4.76,0.013850415512465374,13.0,1.2014787430683918,-0.2307692307692308,27.993048780487804,1.0766557223264541,1.0,0.5,False,True,True,False,True,True,rising,True,False,True,below 35,9.0,17.0,0.5294117647058824,True,False,False,True,0.6341463414634146,0.5147058823529411,13.996524390243902,120.14787430683919,True,False,True
50,2005-02-23,20,CLE,True,CHI,9,True,44,8.0,17.0,0.471,1.0,1.0,1.0,10.0,15.0,0.667,1.0,5.0,6.0,11.0,5.0,0.0,3.0,2.0,27.0,27.4,7.0,0.5595854922279793,0.5882352941176471,0.28852459016393445,0.07868852459016394,3.6666666666666665,0.8333333333333334,0.16666666666666666,25.6,3,1.0148148148148148,2.74,0.034602076124567484,9.0,1.0546875,0.3333333333333333,30.04409090909091,1.1127441077441078,5.0,1.6666666666666667,True,True,False,True,True,False,rising,False,False,True,below 35,7.0,16.0,0.4375,False,False,True,False,0.6136363636363636,0.71875,10.01469696969697,105.46875,False,True,True
51,2005-02-25,20,CLE,False,IND,-24,True,40,9.0,25.0,0.36,0.0,1.0,0.0,3.0,4.0,0.75,3.0,4.0,7.0,5.0,2.0,1.0,2.0,0.0,21.0,14.2,-11.0,0.3903345724907064,0.12,0.14749262536873156,0.05899705014749264,2.5,0.5714285714285714,0.42857142857142855,25.76,3,0.6761904761904761,4.733333333333333,0.0048,10.5,0.8152173913043478,-1.1428571428571428,16.389174999999998,0.7804369047619046,3.0,1.5,False,False,False,False,True,True,rising,False,False,True,below 35,9.0,24.0,0.375,False,False,False,True,0.525,0.1875,8.194587499999999,81.52173913043478,False,True,False
52,2005-02-27,20,CLE,False,NJN,-6,True,45,9.0,20.0,0.45,1.0,2.0,0.5,9.0,10.0,0.9,1.0,3.0,4.0,7.0,2.0,0.0,5.0,4.0,28.0,19.1,-10.0,0.5656565656565656,0.45,0.19047619047619047,0.1360544217687075,1.4,0.75,0.25,28.4,3,0.6821428571428572,2.1222222222222222,0.0225,5.6,0.9859154929577464,-0.21428571428571427,19.800755555555565,0.7071698412698416,2.0,0.4,False,True,False,False,True,True,rising,False,False,True,below 35,8.0,18.0,0.4444444444444444,False,True,True,False,0.6222222222222222,0.4722222222222222,3.960151111111113,98.59154929577466,False,True,False
53,2005-02-28,20,CLE,True,SAS,-2,True,44,6.0,22.0,0.273,1.0,4.0,0.25,7.0,10.0,0.7,1.0,7.0,8.0,7.0,0.0,0.0,2.0,3.0,20.0,10.3,2.0,0.37383177570093457,0.3181818181818182,0.1958041958041958,0.05594405594405594,3.5,0.875,0.125,27.4,3,0.515,1.4714285714285715,0.014462809917355372,10.0,0.7299270072992701,-0.1,9.849568181818187,0.4924784090909093,0.0,0.0,False,False,False,False,True,False,rising,False,False,True,below 35,5.0,18.0,0.2777777777777778,False,False,True,True,0.45454545454545453,0.2638888888888889,4.924784090909093,72.99270072992701,False,True,False
54,2005-03-02,20,CLE,True,SEA,-17,True,40,11.0,20.0,0.55,5.0,7.0,0.7140000000000001,5.0,8.0,0.625,0.0,5.0,5.0,5.0,0.0,0.0,4.0,2.0,32.0,21.4,-7.0,0.6722689075630252,0.25,0.15243902439024393,0.12195121951219512,1.25,1.0,0.0,27.52,3,0.66875,4.2799999999999985,0.0125,8.0,1.162790697674419,-0.53125,25.55052500000001,0.7984539062500002,0.0,0.0,False,True,True,False,True,False,rising,True,False,True,below 35,6.0,13.0,0.4615384615384616,False,False,False,False,0.8,0.5877692307692308,6.387631250000003,116.27906976744187,True,True,False
55,2005-03-04,20,CLE,False,PHI,-9,True,39,12.0,21.0,0.5710000000000001,0.0,1.0,0.0,10.0,12.0,0.833,1.0,6.0,7.0,7.0,4.0,0.0,6.0,1.0,34.0,28.3,-10.0,0.6367041198501873,0.4761904761904762,0.17632241813602015,0.15113350125944586,1.1666666666666667,0.8571428571428571,0.14285714285714285,31.28,3,0.8323529411764706,2.83,0.022675736961451247,5.666666666666668,1.0869565217391304,-0.2647058823529412,34.65848717948718,1.019367269984917,4.0,0.6666666666666666,False,False,True,True,True,True,rising,True,False,True,below 35,12.0,20.0,0.6,True,False,True,False,0.8717948717948718,0.3,5.77641452991453,108.69565217391305,True,True,True
56,2005-03-06,20,CLE,True,MIA,-20,True,40,9.0,19.0,0.474,0.0,1.0,0.0,5.0,7.0,0.7140000000000001,0.0,4.0,4.0,5.0,2.0,0.0,1.0,1.0,23.0,17.8,-17.0,0.5151175811870101,0.2631578947368421,0.17652250661959398,0.035304501323918804,5.0,1.0,0.0,23.08,3,0.773913043478261,3.56,0.013850415512465374,23.0,0.9965337954939342,-0.8695652173913043,21.106725,0.9176836956521738,2.0,2.0,False,False,False,False,True,False,rising,False,False,True,below 35,9.0,18.0,0.5,False,False,False,True,0.575,0.25,21.106725,99.65337954939342,False,False,False
57,2005-03-08,20,CLE,True,ORL,19,True,40,9.0,22.0,0.409,2.0,6.0,0.333,3.0,4.0,0.75,0.0,7.0,7.0,8.0,1.0,1.0,1.0,3.0,23.0,18.0,18.0,0.4811715481171549,0.13636363636363635,0.243161094224924,0.030395136778115506,8.0,1.0,0.0,24.76,3,0.7826086956521741,6.0,0.006198347107438016,23.0,0.9289176090468496,0.8260869565217391,21.392775000000004,0.9301206521739132,2.0,2.0,True,False,False,False,True,True,rising,False,False,True,below 35,7.0,16.0,0.4375,False,False,False,True,0.575,0.38525,21.392775000000004,92.89176090468497,False,False,False
58,2005-03-13,20,CLE,True,IND,12,True,42,12.0,23.0,0.522,1.0,5.0,0.2,10.0,11.0,0.909,2.0,3.0,5.0,5.0,1.0,0.0,4.0,1.0,35.0,25.7,12.0,0.6200177147918512,0.43478260869565216,0.1343183344526528,0.10745466756212224,1.25,0.6,0.4,29.84,3,0.7342857142857143,2.57,0.01890359168241966,8.75,1.172922252010724,0.3428571428571429,28.97540476190477,0.8278687074829935,1.0,0.25,True,False,True,False,True,True,rising,True,False,True,above 35,11.0,18.0,0.6111111111111112,True,False,True,False,0.8333333333333334,0.40555555555555556,7.243851190476192,117.29222520107238,True,True,True
59,2005-03-15,20,CLE,True,UTA,19,True,34,11.0,15.0,0.733,2.0,5.0,0.4,12.0,16.0,0.75,2.0,7.0,9.0,2.0,0.0,1.0,1.0,1.0,36.0,32.5,22.0,0.7964601769911503,0.8,0.078125,0.0390625,2.0,0.7777777777777778,0.2222222222222222,21.04,3,0.9027777777777778,2.708333333333333,0.05333333333333334,36.0,1.7110266159695815,0.5277777777777778,46.833588235294116,1.3009330065359481,1.0,1.0,True,False,True,False,False,True,rising,True,True,True,above 35,9.0,10.0,0.9,True,False,True,True,1.0588235294117647,0.65,46.833588235294116,171.10266159695817,True,False,True
60,2005-03-16,20,CLE,False,MIL,-8,True,45,13.0,26.0,0.5,4.0,9.0,0.444,4.0,7.0,0.5710000000000001,1.0,6.0,7.0,6.0,1.0,0.0,5.0,0.0,34.0,22.5,-14.0,0.5797101449275363,0.15384615384615385,0.14879107253564786,0.1239925604463732,1.2,0.8571428571428571,0.14285714285714285,33.08,3,0.6617647058823529,5.625,0.00591715976331361,6.8,1.0278113663845223,-0.2352941176470588,23.586688888888887,0.6937261437908496,1.0,0.2,False,True,False,False,True,False,rising,False,False,True,below 35,9.0,17.0,0.5294117647058824,True,False,False,False,0.7555555555555555,0.4867058823529412,4.717337777777777,102.78113663845224,False,True,True
61,2005-03-18,20,CLE,True,PHI,-12,True,46,3.0,20.0,0.15,0.0,4.0,0.0,10.0,12.0,0.833,0.0,8.0,8.0,8.0,4.0,0.0,4.0,0.0,16.0,10.4,-8.0,0.311284046692607,0.5,0.21220159151193632,0.10610079575596816,2.0,1.0,0.0,29.28,3,0.65,1.04,0.025,4.0,0.5464480874316939,-0.75,9.018260869565216,0.563641304347826,4.0,1.0,False,False,False,True,True,True,rising,False,False,True,below 20,3.0,16.0,0.1875,False,False,True,False,0.34782608695652173,0.09375,2.254565217391304,54.6448087431694,False,True,False
62,2005-03-20,20,CLE,False,TOR,-7,True,48,18.0,36.0,0.5,6.0,12.0,0.5,14.0,15.0,0.933,2.0,8.0,10.0,5.0,2.0,0.0,4.0,0.0,56.0,42.9,-7.0,0.6492753623188405,0.3888888888888889,0.09592326139088728,0.07673860911270983,1.25,0.8,0.2,44.6,3,0.7660714285714285,3.064285714285714,0.010802469135802469,14.0,1.2556053811659191,-0.125,42.684749999999994,0.7622276785714284,2.0,0.5,False,True,False,False,True,True,rising,True,False,True,above 35,12.0,24.0,0.5,False,False,True,False,1.1666666666666667,0.5,10.671187499999998,125.56053811659193,True,True,True
